game name,game description,genre,link,price,developer,type,platform,stock status
Major League Baseball 2K8,"Although he is best known for his speed and base-stealing ability, the Mets' Jose Reyes is also one of the most well-rounded players in the game and is the first player in baseball history to have more than 63 steals, 120 runs, 192 hits, and 19 homers in a single season. Reyes led the Major League in 2006 with 17 triples and 64 stolen bases and set a new Mets club record with 104 hits at Shea Stadium. Also an avid video gamer and long time fan of 2K Sports’ products, All-Star Shortstop Jose Reyes is a natural fit as the official spokesperson for this year's edition of the critically acclaimed Major League Baseball 2K series. [2K Sports]",Sports Traditional Team Baseball Sim,https://sandbox.oxylabs.io/products/2959,"76,99",Kush Games,,wii,In Stock
The World Next Door,"The World Next Door is a narrative-driven, action-adventure game that follows Jun, a rebellious teen girl trapped in a parallel world inhabited by magical creatures. Inspired by the emotional storytelling and thrilling action of both anime and indie games, players can expect to meet and develop friendships with an eclectic cast of characters while uncovering the mysteries hidden within this world.",Action Adventure General,https://sandbox.oxylabs.io/products/2960,"63,99",Rose City Games,singleplayer,switch,Out of Stock
The Immortals of Terra: A Perry Rhodan Adventure,"(Also known as ""Rhodan: Myth of the Illochim"")  The year is 1346 by the New Galactic Calendar (4934). Almost 3000 years have passed since Perry Rhodan landed on the moon in his Saturn rocket STARDUST and encountered Arkonide space travdelers. Mankind's first contact with a sophisticated alien race changed history: Immortalized by a cell activator, PERRY has held the Terrans' fate in his hands ever since. [BrainGame]",Adventure 3D Sci-Fi Third-Person,https://sandbox.oxylabs.io/products/2961,"61,99",Braingame,singleplayer,pc,In Stock
Assassin's Creed: Bloodlines,"For the first time, become a Master Assassin on the PSP system with Assassin's Creed: Bloodlines. Follow the story of Altair immediately following the events of Assassin’s Creed and track down the last of the Templars who have fled the Holy Land and retreated to the Island of Cyprus. [SCEA]",Action Adventure Historic Open-World,https://sandbox.oxylabs.io/products/2962,"70,99",Griptonite Games,singleplayer,psp,Out of Stock
Penny-Punching Princess,"Use the money you gather to bribe enemies to fight for you, activate deadly traps with your dough, and when all else fails, smash all that stand against you with your fists! Fight your way from nothing and amass treasures to take on the mighty Dragoloan family and reclaim your kingdom.",Role-Playing Action RPG,https://sandbox.oxylabs.io/products/2963,"61,99",Nippon Ichi Software,singleplayer,switch,In Stock
Bounty Hounds,"Hundreds of years into the future, Terraforming has made it possible for humans to colonize other planets - and thus for humanity to encounter Extraterrestrial Intelligence. War ensued over the acquisition and conquest of planets, which lead to employment of mercenaries who would scout planets deemed fit for habitation. The band of these ruthless mercenaries was called Bounty Hounds. As Maximillian, the leader of Bounty Hounds, your mission is to battle different alien species spread across planets. With a variety of new weapons and items as well as Wi-Fi play to match up against a friend, Bounty Hounds delivers an exciting weapon-based action adventure for PSP gamers. Battle Your Way with Double Weapons: Wield two separate weapons - one in your right, another in your left. Two categories of weapons allow you to use melee weapons for close combat and ballistic weapons for long range combat. Go Head-to-Head with a friend: Wirelessly connect with a friend with only one copy of the game. [Namco]",Action Shooter Third-Person Sci-Fi Arcade,https://sandbox.oxylabs.io/products/2964,"62,99",Xpec,multiplayer,psp,Out of Stock
Super Monkey Ball: Touch & Roll,"Touch & Roll combines the Monkey Ball series' legendary addictiveness with perhaps the perfect platform in the form of the Nintendo DS and its touch-screen technology. Ten crazy worlds with 10 levels each offer 100 puzzle trays designed to frustrate and delight - 50 of which are all new and DS exclusive. Use the DS stylus and touch screen to guide AiAi, MeeMee, GonGon and Baby through this slice of monkey madness. Four classic party games playable in both single and multiplayer modes - Monkey Race, Monkey Fight, Monkey Mini Golf and Monkey Bowling. Two all-new DS exclusive party games - Monkey Hockey and Monkey Wars. Wireless multiplayer via ad-hoc Wi-Fi connectivity. [Sega]",Miscellaneous Party Party / Minigame,https://sandbox.oxylabs.io/products/2965,"77,99",Sega,singleplayer,ds,In Stock
Everlight of Magic & Power,"With a candle's last breath, journey to a world of magic and mystery. Accompanied by your personal fairy guide, explore the world of Everlight and discover your magical talents lying dormant within. The inhabitants of the village of Tallen are cursed. By day, they go about their business and live their lives. By night, they become their polar opposite personality, and their lives are turned upside down! Empowered with the ability to function both during the day and at night, you are Tallen’s only hope to lift the curse. [The Adventure Company]",Adventure General,https://sandbox.oxylabs.io/products/2966,"63,99",The Games Company,singleplayer,pc,Out of Stock
Disney Epic Mickey: The Power of Illusion,Epic Mickey: The Power of Illusion is a game for the Nintendo 3DS that was inspired by the classic Castle of Illusion starring Mickey Mouse.,Action Platformer 3D 2D,https://sandbox.oxylabs.io/products/2967,"59,99",DreamRift,singleplayer,3ds,In Stock
Sands of Destruction,"Sands of Destruction, an epic RPG created by the all-star Japanese developers at ImageEpoc, takes you through an epic adventure in a world surrounded by a sea of sand. In Sands of Destruction, a race of powerful beastmen known as the Ferals rule over the human population with tyranny and prejudice. A group of warriors, the World Annihilation Front, believe their only option for ending the corruption of the Ferals is to end the world as they know it. This intense game puts gamers in control of an intriguing cast of characters including the crusading Morte Ashera as well as Kyrie Illunis, who unknowingly holds the key to global destruction. Gamers will explore a fantastic world, traveling across oceans of sand, battling colossal enemy monsters and unraveling the mystery of the creation of the world. Immerse yourself in dynamic battles taking up both the top and lower screens of the DS and an epic storyline with a twist, in this action-packed fantasy RPG exclusively on the DS. [Sega]",Role-Playing Console-style RPG Japanese-Style,https://sandbox.oxylabs.io/products/2968,"79,99",Image Epoch,,ds,Out of Stock
Assassin's Creed III - The Redemption,The Tyranny of King Washington is a DLC for Assassin's Creed III in which you explore an alternate reality where George Washington has become a dictator that you must overthrow.,Action Adventure Historic Open-World,https://sandbox.oxylabs.io/products/2969,"58,99",Ubisoft Quebec,,xbox-360,In Stock
Destiny: The Dark Below,"Augment the Destiny experience with a myraid of weapons, armor, and gear earned in new story quests and missions, 3 new competitive multiplayer arenas, and a new Strike and Raid. Under the surface of the Moon, a long-ago forgotten enemy awakens. Survive the true depths of the Hellmouth, and stop its dark army from invading Earth.",Sci-Fi Action Shooter First-Person Arcade,https://sandbox.oxylabs.io/products/2970,"31,99",Bungie,,playstation-4,Out of Stock
A Quiet Weekend in Capri,"In what becomes anything but a quiet weekend in Capri, this magical island off the coast of Italy serves as backdrop to a captivating mystery. As a tourist visiting the enchanting Isle of Capri for the first time, you are unexpectedly transported into a mysterious scenario, no longer of certain where you are or which way to turn. Regaining your senses, you begin to explore the island, encountering interesting characters and intriguing clues. You wander through magical gardens, seashores, churches, monuments, villas, and old Roman ruins. To unravel this mystery, you must utilize strange inventions by an eccentric island scientist, along with your own deductive reasoning. [Got Game]",Adventure 3D Modern Third-Person,https://sandbox.oxylabs.io/products/2971,"75,99",Silvio & Gey Savarese,singleplayer,pc,In Stock
